x, f(x)
0, 0
0.010101010101010102, -0.010049823130997337
0.020202020202020204, -0.019996585273069963
0.030303030303030304, -0.029839255947503866
0.04040404040404041, -0.039576804885874305
0.05050505050505051, -0.0492082021351636
0.060606060606060615, -0.058732418162846786
0.07070707070707072, -0.06814842396193432
0.08080808080808081, -0.07745519115596118
0.09090909090909091, -0.08665169210391169
0.10101010101010101, -0.0957369000050692
0.1111111111111111, -0.10470978900378014
0.1212121212121212, -0.11356933429412154
0.1313131313131313, -0.12231451222446155
0.1414141414141414, -0.1309443004019021
0.15151515151515152, -0.13945767779659327
0.16161616161616163, -0.14785362484590833
0.17171717171717174, -0.15613112355846945
0.18181818181818185, -0.1642891576180127
0.19191919191919196, -0.17232671248708234
0.20202020202020207, -0.18024277551054385
0.21212121212121218, -0.18803633601890435
0.2222222222222223, -0.19570638543143096
0.2323232323232324, -0.20325191735905573
0.24242424242424251, -0.21067192770705698
0.2525252525252526, -0.2179654147775068
0.2626262626262627, -0.22513137937147376
0.2727272727272728, -0.2321688248909706
0.28282828282828293, -0.23907675744063678
0.29292929292929304, -0.24585418592914515
0.30303030303030315, -0.2525001221703225
0.31313131313131326, -0.2590135809839738
0.32323232323232337, -0.2653935802963997
0.3333333333333335, -0.27163914124059674
0.3434343434343436, -0.2777492882561313
0.3535353535353537, -0.28372304918867497
0.3636363636363638, -0.2895594553891934
0.3737373737373739, -0.29525754181277697
0.38383838383838403, -0.3008163471171038
0.39393939393939414, -0.3062349137605253
0.40404040404040426, -0.31151228809976345
0.41414141414141437, -0.31664752048721073
0.4242424242424245, -0.3216396653678221
0.4343434343434346, -0.32648778137558987
0.4444444444444447, -0.3311909314295903
0.4545454545454548, -0.3357481828295939
0.4646464646464649, -0.34015860735122844
0.47474747474747503, -0.34442128134068517
0.48484848484848514, -0.34853528580895854
0.49494949494949525, -0.3524997065256107
0.5050505050505053, -0.3563136341120496
0.5151515151515154, -0.35997616413431266
0.5252525252525254, -0.3634863971953458
0.5353535353535355, -0.36684343902676836
0.5454545454545455, -0.37004640058011495
0.5555555555555556, -0.3730943981175445
0.5656565656565656, -0.37598655330200814
0.5757575757575757, -0.3787219932868647
0.5858585858585857, -0.3812998508049378
0.5959595959595958, -0.38371926425700176
0.6060606060606059, -0.385979377799691
0.6161616161616159, -0.38807934143282075
0.626262626262626, -0.3900183110861126
0.636363636363636, -0.39179544870531424
0.6464646464646461, -0.3934099223377059
0.6565656565656561, -0.3948609062169842
0.6666666666666662, -0.3961475808475148
0.6767676767676762, -0.39726913308794454
0.6868686868686863, -0.3982247562341667
0.6969696969696964, -0.39901365010162804
0.7070707070707064, -0.3996350211069717
0.7171717171717165, -0.40008808234900567
0.7272727272727265, -0.40037205368899054
0.7373737373737366, -0.4004861618302359
0.7474747474747466, -0.40042964039700035
0.7575757575757567, -0.40020173001268383
0.7676767676767667, -0.3998016783773065
0.7777777777777768, -0.39922874034426614
0.7878787878787868, -0.3984821779963643
0.7979797979797969, -0.39756126072109627
0.808080808080807, -0.3964652652851947
0.818181818181817, -0.3951934759084211
0.8282828282828271, -0.39374518433659633
0.8383838383838371, -0.39211968991386376
0.8484848484848472, -0.3903162996541763
0.8585858585858572, -0.38833432831200215
0.8686868686868673, -0.38617309845223946
0.8787878787878773, -0.3838319405193352
0.8888888888888874, -0.3813101929055992
0.8989898989898975, -0.3786072020187078
0.9090909090909075, -0.37572232234839004
0.9191919191919176, -0.37265491653228805
0.9292929292929276, -0.3694043554209871
0.9393939393939377, -0.36597001814220775
0.9494949494949477, -0.3623512921641527
0.9595959595959578, -0.3585475733580034
0.9696969696969678, -0.3545582660595589
0.9797979797979779, -0.35038278313001137
0.989898989898988, -0.3460205460158513
0.999999999999998, -0.3414709848078974
